time,airTemperature_noaa,airTemperature_sg,location
2020-08-31T06:00:00+00:00,25.86,25.86,WIL
2020-08-31T07:00:00+00:00,25.89,25.89,WIL
2020-08-31T08:00:00+00:00,25.92,25.92,WIL
2020-08-31T09:00:00+00:00,25.95,25.95,WIL
2020-08-31T10:00:00+00:00,26.32,26.32,WIL
2020-08-31T11:00:00+00:00,26.68,26.68,WIL
2020-08-31T12:00:00+00:00,27.05,27.05,WIL
2020-08-31T13:00:00+00:00,27.76,27.76,WIL
2020-08-31T14:00:00+00:00,28.47,28.47,WIL
2020-08-31T15:00:00+00:00,29.19,29.19,WIL
2020-08-31T16:00:00+00:00,29.54,29.54,WIL
2020-08-31T17:00:00+00:00,29.9,29.9,WIL
2020-08-31T18:00:00+00:00,30.25,30.25,WIL
2020-08-31T19:00:00+00:00,29.9,29.9,WIL
2020-08-31T20:00:00+00:00,29.56,29.56,WIL
2020-08-31T21:00:00+00:00,29.21,29.21,WIL
2020-08-31T22:00:00+00:00,28.45,28.45,WIL
2020-08-31T23:00:00+00:00,27.68,27.68,WIL
2020-09-01T00:00:00+00:00,26.92,26.92,WIL
2020-09-01T01:00:00+00:00,26.63,26.63,WIL
2020-09-01T02:00:00+00:00,26.35,26.35,WIL
2020-09-01T03:00:00+00:00,26.06,26.06,WIL
2020-09-01T04:00:00+00:00,25.85,25.85,WIL
2020-09-01T05:00:00+00:00,25.63,25.63,WIL
2020-09-01T06:00:00+00:00,25.42,25.42,WIL
2020-09-01T07:00:00+00:00,25.26,25.26,WIL
2020-09-01T08:00:00+00:00,25.09,25.09,WIL
2020-09-01T09:00:00+00:00,24.93,24.93,WIL
2020-09-01T10:00:00+00:00,25.45,25.45,WIL
2020-09-01T11:00:00+00:00,25.98,25.98,WIL
2020-09-01T12:00:00+00:00,26.5,26.5,WIL
2020-09-01T13:00:00+00:00,28.06,28.06,WIL
2020-09-01T14:00:00+00:00,29.62,29.62,WIL
2020-09-01T15:00:00+00:00,31.18,31.18,WIL
2020-09-01T16:00:00+00:00,31.28,31.28,WIL
2020-09-01T17:00:00+00:00,31.38,31.38,WIL
2020-09-01T18:00:00+00:00,31.48,31.48,WIL
2020-09-01T19:00:00+00:00,31.15,31.15,WIL
2020-09-01T20:00:00+00:00,30.83,30.83,WIL
2020-09-01T21:00:00+00:00,30.51,30.51,WIL
2020-09-01T22:00:00+00:00,29.49,29.49,WIL
2020-09-01T23:00:00+00:00,28.47,28.47,WIL
2020-09-02T00:00:00+00:00,27.45,27.45,WIL
2020-09-02T01:00:00+00:00,27.15,27.15,WIL
2020-09-02T02:00:00+00:00,26.85,26.85,WIL
2020-09-02T03:00:00+00:00,26.55,26.55,WIL
2020-09-02T04:00:00+00:00,26.4,26.4,WIL
2020-09-02T05:00:00+00:00,26.25,26.25,WIL
2020-09-02T06:00:00+00:00,26.1,26.1,WIL
2020-09-02T07:00:00+00:00,25.94,25.94,WIL
2020-09-02T08:00:00+00:00,25.77,25.77,WIL
2020-09-02T09:00:00+00:00,25.6,25.6,WIL
2020-09-02T10:00:00+00:00,26.05,26.05,WIL
2020-09-02T11:00:00+00:00,26.5,26.5,WIL
2020-09-02T12:00:00+00:00,26.95,26.95,WIL
2020-09-02T13:00:00+00:00,28.73,28.73,WIL
2020-09-02T14:00:00+00:00,30.51,30.51,WIL
2020-09-02T15:00:00+00:00,32.29,32.29,WIL
2020-09-02T16:00:00+00:00,32.48,32.48,WIL
2020-09-02T17:00:00+00:00,32.68,32.68,WIL
2020-09-02T18:00:00+00:00,32.87,32.87,WIL
2020-09-02T19:00:00+00:00,31.83,31.83,WIL
2020-09-02T20:00:00+00:00,30.79,30.79,WIL
2020-09-02T21:00:00+00:00,29.75,29.75,WIL
2020-09-02T22:00:00+00:00,29.28,29.28,WIL
2020-09-02T23:00:00+00:00,28.82,28.82,WIL
2020-09-03T00:00:00+00:00,28.35,28.35,WIL
