time,waterTemperature_noaa,waterTemperature_sg
2018-08-24T00:00:00+00:00,25.84,28.85
2018-08-24T01:00:00+00:00,25.41,28.83
2018-08-24T02:00:00+00:00,24.97,28.81
2018-08-24T03:00:00+00:00,24.54,28.79
2018-08-24T04:00:00+00:00,24.14,28.77
2018-08-24T05:00:00+00:00,23.74,28.76
2018-08-24T06:00:00+00:00,23.34,28.74
2018-08-24T07:00:00+00:00,23.22,28.72
2018-08-24T08:00:00+00:00,23.11,28.71
2018-08-24T09:00:00+00:00,22.99,28.69
2018-08-24T10:00:00+00:00,23.08,28.67
2018-08-24T11:00:00+00:00,23.17,28.66
2018-08-24T12:00:00+00:00,23.27,28.65
2018-08-24T13:00:00+00:00,25.04,28.65
2018-08-24T14:00:00+00:00,26.82,28.69
2018-08-24T15:00:00+00:00,28.59,28.75
2018-08-24T16:00:00+00:00,29.23,28.82
2018-08-24T17:00:00+00:00,29.86,28.87
